taskId, min_lat, min_lon, max_lat, max_lon
2,16.8220079588,94.7474954283,16.8245079588,94.7499954283
1,16.8195079588,94.7474954283,16.8220079588,94.7499954283
600,16.9145079588,94.7524954283,16.9195079588,94.7574954283
599,16.9095079588,94.7524954283,16.9145079588,94.7574954283
598,16.9045079588,94.7524954283,16.9095079588,94.7574954283
597,16.8995079588,94.7524954283,16.9045079588,94.7574954283
596,16.8945079588,94.7524954283,16.8995079588,94.7574954283
595,16.8895079588,94.7524954283,16.8945079588,94.7574954283
593,16.8795079588,94.7524954283,16.8845079588,94.7574954283
592,16.8745079588,94.7524954283,16.8795079588,94.7574954283
591,16.8695079588,94.7524954283,16.8745079588,94.7574954283
590,16.8645079588,94.7524954283,16.8695079588,94.7574954283
589,16.8595079588,94.7524954283,16.8645079588,94.7574954283
588,16.7895079588,94.6874954283,16.7945079588,94.6924954283
587,16.8545079588,94.7524954283,16.8595079588,94.7574954283
586,16.7845079588,94.6874954283,16.7895079588,94.6924954283
585,16.8495079588,94.7524954283,16.8545079588,94.7574954283
583,16.8445079588,94.7524954283,16.8495079588,94.7574954283
580,16.7695079588,94.6874954283,16.7745079588,94.6924954283
579,16.8345079588,94.7524954283,16.8395079588,94.7574954283
577,16.8245079588,94.7524954283,16.8295079588,94.7574954283
575,16.8045079588,94.7524954283,16.8095079588,94.7574954283
574,16.7395079588,94.7524954283,16.7445079588,94.7574954283
573,16.7345079588,94.7524954283,16.7395079588,94.7574954283
572,16.9245079588,94.7474954283,16.9295079588,94.7524954283
571,16.9195079588,94.7474954283,16.9245079588,94.7524954283
569,16.9095079588,94.7474954283,16.9145079588,94.7524954283
568,16.9045079588,94.7474954283,16.9095079588,94.7524954283
567,16.8995079588,94.7474954283,16.9045079588,94.7524954283
566,16.8945079588,94.7474954283,16.8995079588,94.7524954283
565,16.8895079588,94.7474954283,16.8945079588,94.7524954283
564,16.8845079588,94.7474954283,16.8895079588,94.7524954283
563,16.8795079588,94.7474954283,16.8845079588,94.7524954283
562,16.8745079588,94.7474954283,16.8795079588,94.7524954283
561,16.8695079588,94.7474954283,16.8745079588,94.7524954283
559,16.8595079588,94.7474954283,16.8645079588,94.7524954283
558,16.8545079588,94.7474954283,16.8595079588,94.7524954283
557,16.7845079588,94.6824954283,16.7895079588,94.6874954283
556,16.8495079588,94.7474954283,16.8545079588,94.7524954283
554,16.8445079588,94.7474954283,16.8495079588,94.7524954283
551,16.7695079588,94.6824954283,16.7745079588,94.6874954283
550,16.8345079588,94.7474954283,16.8395079588,94.7524954283
549,16.7645079588,94.6824954283,16.7695079588,94.6874954283
548,16.8295079588,94.7474954283,16.8345079588,94.7524954283
547,16.8245079588,94.7474954283,16.8295079588,94.7524954283
544,16.8170079588,94.7474954283,16.8195079588,94.7499954283
543,16.7720079588,94.7149954283,16.7745079588,94.7174954283
541,16.7695079588,94.7149954283,16.7720079588,94.7174954283
540,16.7670079588,94.7149954283,16.7695079588,94.7174954283
536,16.8020079588,94.7474954283,16.8045079588,94.7499954283
535,16.7570079588,94.7149954283,16.7595079588,94.7174954283
534,16.7995079588,94.7474954283,16.8020079588,94.7499954283
533,16.7545079588,94.7149954283,16.7570079588,94.7174954283
532,16.7970079588,94.7474954283,16.7995079588,94.7499954283
531,16.7520079588,94.7149954283,16.7545079588,94.7174954283
530,16.7945079588,94.7474954283,16.7970079588,94.7499954283
528,16.7920079588,94.7474954283,16.7945079588,94.7499954283
527,16.7470079588,94.7149954283,16.7495079588,94.7174954283
526,16.7895079588,94.7474954283,16.7920079588,94.7499954283
525,16.7445079588,94.7149954283,16.7470079588,94.7174954283
524,16.7870079588,94.7474954283,16.7895079588,94.7499954283
519,16.7745079588,94.7474954283,16.7770079588,94.7499954283
516,16.7670079588,94.7474954283,16.7695079588,94.7499954283
515,16.8070079588,94.7799954283,16.8095079588,94.7824954283
514,16.7645079588,94.7474954283,16.7670079588,94.7499954283
513,16.8045079588,94.7799954283,16.8070079588,94.7824954283
512,16.7620079588,94.7474954283,16.7645079588,94.7499954283
511,16.7595079588,94.7474954283,16.7620079588,94.7499954283
510,16.8020079588,94.7799954283,16.8045079588,94.7824954283
509,16.7995079588,94.7799954283,16.8020079588,94.7824954283
442,16.7645079588,94.7424954283,16.7670079588,94.7449954283
441,16.8045079588,94.7749954283,16.8070079588,94.7774954283
440,16.7620079588,94.7424954283,16.7645079588,94.7449954283
439,16.8020079588,94.7749954283,16.8045079588,94.7774954283
438,16.7595079588,94.7424954283,16.7620079588,94.7449954283
437,16.7995079588,94.7749954283,16.8020079588,94.7774954283
436,16.7570079588,94.7424954283,16.7595079588,94.7449954283
434,16.7545079588,94.7424954283,16.7570079588,94.7449954283
433,16.7945079588,94.7749954283,16.7970079588,94.7774954283
432,16.8320079588,94.7399954283,16.8345079588,94.7424954283
431,16.8295079588,94.7399954283,16.8320079588,94.7424954283
430,16.8270079588,94.7399954283,16.8295079588,94.7424954283
426,16.8170079588,94.7399954283,16.8195079588,94.7424954283
425,16.8145079588,94.7399954283,16.8170079588,94.7424954283
424,16.8120079588,94.7399954283,16.8145079588,94.7424954283
422,16.8070079588,94.7399954283,16.8095079588,94.7424954283
421,16.8045079588,94.7399954283,16.8070079588,94.7424954283
418,16.7970079588,94.7399954283,16.7995079588,94.7424954283
410,16.7770079588,94.7399954283,16.7795079588,94.7424954283
409,16.7745079588,94.7399954283,16.7770079588,94.7424954283
403,16.8045079588,94.7724954283,16.8070079588,94.7749954283
401,16.8020079588,94.7724954283,16.8045079588,94.7749954283
400,16.7595079588,94.7399954283,16.7620079588,94.7424954283
398,16.7570079588,94.7399954283,16.7595079588,94.7424954283
397,16.7970079588,94.7724954283,16.7995079588,94.7749954283
396,16.7545079588,94.7399954283,16.7570079588,94.7424954283
395,16.7945079588,94.7724954283,16.7970079588,94.7749954283
394,16.8320079588,94.7374954283,16.8345079588,94.7399954283
393,16.8295079588,94.7374954283,16.8320079588,94.7399954283
392,16.8270079588,94.7374954283,16.8295079588,94.7399954283
389,16.8195079588,94.7374954283,16.8220079588,94.7399954283
388,16.8170079588,94.7374954283,16.8195079588,94.7399954283
387,16.8145079588,94.7374954283,16.8170079588,94.7399954283
386,16.8120079588,94.7374954283,16.8145079588,94.7399954283
384,16.8070079588,94.7374954283,16.8095079588,94.7399954283
379,16.7945079588,94.7374954283,16.7970079588,94.7399954283
378,16.7920079588,94.7374954283,16.7945079588,94.7399954283
370,16.7720079588,94.7374954283,16.7745079588,94.7399954283
369,16.7695079588,94.7374954283,16.7720079588,94.7399954283
368,16.7670079588,94.7374954283,16.7695079588,94.7399954283
363,16.8020079588,94.7699954283,16.8045079588,94.7724954283
362,16.7595079588,94.7374954283,16.7620079588,94.7399954283
361,16.7995079588,94.7699954283,16.8020079588,94.7724954283
360,16.7570079588,94.7374954283,16.7595079588,94.7399954283
359,16.7545079588,94.7374954283,16.7570079588,94.7399954283
358,16.7970079588,94.7699954283,16.7995079588,94.7724954283
357,16.7945079588,94.7699954283,16.7970079588,94.7724954283
356,16.7920079588,94.7699954283,16.7945079588,94.7724954283
355,16.7895079588,94.7699954283,16.7920079588,94.7724954283
354,16.7870079588,94.7699954283,16.7895079588,94.7724954283
353,16.7845079588,94.7699954283,16.7870079588,94.7724954283
352,16.7820079588,94.7699954283,16.7845079588,94.7724954283
351,16.7795079588,94.7699954283,16.7820079588,94.7724954283
350,16.8220079588,94.7349954283,16.8245079588,94.7374954283
348,16.8170079588,94.7349954283,16.8195079588,94.7374954283
347,16.8145079588,94.7349954283,16.8170079588,94.7374954283
346,16.8120079588,94.7349954283,16.8145079588,94.7374954283
345,16.8095079588,94.7349954283,16.8120079588,94.7374954283
339,16.7945079588,94.7349954283,16.7970079588,94.7374954283
335,16.7845079588,94.7349954283,16.7870079588,94.7374954283
331,16.7745079588,94.7349954283,16.7770079588,94.7374954283
327,16.8070079588,94.7674954283,16.8095079588,94.7699954283
325,16.8045079588,94.7674954283,16.8070079588,94.7699954283
320,16.7570079588,94.7349954283,16.7595079588,94.7374954283
319,16.7970079588,94.7674954283,16.7995079588,94.7699954283
318,16.7545079588,94.7349954283,16.7570079588,94.7374954283
317,16.7945079588,94.7674954283,16.7970079588,94.7699954283
316,16.7520079588,94.7349954283,16.7545079588,94.7374954283
315,16.7920079588,94.7674954283,16.7945079588,94.7699954283
314,16.7495079588,94.7349954283,16.7520079588,94.7374954283
313,16.7895079588,94.7674954283,16.7920079588,94.7699954283
312,16.7470079588,94.7349954283,16.7495079588,94.7374954283
311,16.7445079588,94.7349954283,16.7470079588,94.7374954283
310,16.7870079588,94.7674954283,16.7895079588,94.7699954283
309,16.7845079588,94.7674954283,16.7870079588,94.7699954283
308,16.7820079588,94.7674954283,16.7845079588,94.7699954283
307,16.7795079588,94.7674954283,16.7820079588,94.7699954283
306,16.8220079588,94.7324954283,16.8245079588,94.7349954283
304,16.8170079588,94.7324954283,16.8195079588,94.7349954283
303,16.8145079588,94.7324954283,16.8170079588,94.7349954283
302,16.8120079588,94.7324954283,16.8145079588,94.7349954283
301,16.8095079588,94.7324954283,16.8120079588,94.7349954283
300,16.8070079588,94.7324954283,16.8095079588,94.7349954283
299,16.8045079588,94.7324954283,16.8070079588,94.7349954283
294,16.7920079588,94.7324954283,16.7945079588,94.7349954283
281,16.8020079588,94.7649954283,16.8045079588,94.7674954283
277,16.7970079588,94.7649954283,16.7995079588,94.7674954283
276,16.7545079588,94.7324954283,16.7570079588,94.7349954283
275,16.7945079588,94.7649954283,16.7970079588,94.7674954283
274,16.7520079588,94.7324954283,16.7545079588,94.7349954283
273,16.7920079588,94.7649954283,16.7945079588,94.7674954283
272,16.7495079588,94.7324954283,16.7520079588,94.7349954283
270,16.7470079588,94.7324954283,16.7495079588,94.7349954283
269,16.7445079588,94.7324954283,16.7470079588,94.7349954283
268,16.7870079588,94.7649954283,16.7895079588,94.7674954283
267,16.7845079588,94.7649954283,16.7870079588,94.7674954283
266,16.7820079588,94.7649954283,16.7845079588,94.7674954283
265,16.7795079588,94.7649954283,16.7820079588,94.7674954283
264,16.7770079588,94.7649954283,16.7795079588,94.7674954283
263,16.7745079588,94.7649954283,16.7770079588,94.7674954283
262,16.8020079588,94.7299954283,16.8045079588,94.7324954283
797,16.8095079588,94.7224954283,16.8145079588,94.7274954283
779,16.8095079588,94.7174954283,16.8145079588,94.7224954283
777,16.7995079588,94.7174954283,16.8045079588,94.7224954283
761,16.8395079588,94.7124954283,16.8445079588,94.7174954283
752,16.7945079588,94.7124954283,16.7995079588,94.7174954283
730,16.8095079588,94.7074954283,16.8145079588,94.7124954283
729,16.8045079588,94.7074954283,16.8095079588,94.7124954283
720,16.8245079588,94.7724954283,16.8295079588,94.7774954283
581,16.8395079588,94.7524954283,16.8445079588,94.7574954283
552,16.8395079588,94.7474954283,16.8445079588,94.7524954283
546,16.8095079588,94.7474954283,16.8145079588,94.7524954283
545,16.8045079588,94.7474954283,16.8095079588,94.7524954283
542,16.8145079588,94.7474954283,16.8170079588,94.7499954283
508,16.7570079588,94.7474954283,16.7595079588,94.7499954283
507,16.7545079588,94.7474954283,16.7570079588,94.7499954283
506,16.7520079588,94.7474954283,16.7545079588,94.7499954283
505,16.7495079588,94.7474954283,16.7520079588,94.7499954283
504,16.7470079588,94.7474954283,16.7495079588,94.7499954283
503,16.7445079588,94.7474954283,16.7470079588,94.7499954283
502,16.8220079588,94.7449954283,16.8245079588,94.7474954283
501,16.8195079588,94.7449954283,16.8220079588,94.7474954283
500,16.8170079588,94.7449954283,16.8195079588,94.7474954283
498,16.8145079588,94.7449954283,16.8170079588,94.7474954283
497,16.7695079588,94.7124954283,16.7720079588,94.7149954283
496,16.7670079588,94.7124954283,16.7695079588,94.7149954283
495,16.7645079588,94.7124954283,16.7670079588,94.7149954283
494,16.7620079588,94.7124954283,16.7645079588,94.7149954283
493,16.7595079588,94.7124954283,16.7620079588,94.7149954283
492,16.8020079588,94.7449954283,16.8045079588,94.7474954283
491,16.7570079588,94.7124954283,16.7595079588,94.7149954283
490,16.7995079588,94.7449954283,16.8020079588,94.7474954283
489,16.7545079588,94.7124954283,16.7570079588,94.7149954283
488,16.7970079588,94.7449954283,16.7995079588,94.7474954283
487,16.7520079588,94.7124954283,16.7545079588,94.7149954283
486,16.7945079588,94.7449954283,16.7970079588,94.7474954283
485,16.7495079588,94.7124954283,16.7520079588,94.7149954283
483,16.7470079588,94.7124954283,16.7495079588,94.7149954283
481,16.7445079588,94.7124954283,16.7470079588,94.7149954283
472,16.7670079588,94.7449954283,16.7695079588,94.7474954283
471,16.8070079588,94.7774954283,16.8095079588,94.7799954283
469,16.8045079588,94.7774954283,16.8070079588,94.7799954283
468,16.7620079588,94.7449954283,16.7645079588,94.7474954283
467,16.8020079588,94.7774954283,16.8045079588,94.7799954283
466,16.7595079588,94.7449954283,16.7620079588,94.7474954283
465,16.7995079588,94.7774954283,16.8020079588,94.7799954283
464,16.7570079588,94.7449954283,16.7595079588,94.7474954283
463,16.7545079588,94.7449954283,16.7570079588,94.7474954283
462,16.8220079588,94.7424954283,16.8245079588,94.7449954283
460,16.8170079588,94.7424954283,16.8195079588,94.7449954283
458,16.8020079588,94.7424954283,16.8045079588,94.7449954283
457,16.7995079588,94.7424954283,16.8020079588,94.7449954283
456,16.7970079588,94.7424954283,16.7995079588,94.7449954283
454,16.7920079588,94.7424954283,16.7945079588,94.7449954283
452,16.7870079588,94.7424954283,16.7895079588,94.7449954283
446,16.7720079588,94.7424954283,16.7745079588,94.7449954283
461,16.8195079588,94.7424954283,16.8220079588,94.7449954283
429,16.8245079588,94.7399954283,16.8270079588,94.7424954283
428,16.8220079588,94.7399954283,16.8245079588,94.7424954283
427,16.8195079588,94.7399954283,16.8220079588,94.7424954283
208,16.8020079588,94.7599954283,16.8045079588,94.7624954283
202,16.7945079588,94.7599954283,16.7970079588,94.7624954283
391,16.8245079588,94.7374954283,16.8270079588,94.7399954283
