taskId, min_lat, min_lon, max_lat, max_lon
64,16.7870079588,94.7524954283,16.7895079588,94.7549954283
63,16.7420079588,94.7199954283,16.7445079588,94.7224954283
62,16.7845079588,94.7524954283,16.7870079588,94.7549954283
61,16.7395079588,94.7199954283,16.7420079588,94.7224954283
59,16.7795079588,94.7524954283,16.7820079588,94.7549954283
58,16.7770079588,94.7524954283,16.7795079588,94.7549954283
57,16.7745079588,94.7524954283,16.7770079588,94.7549954283
56,16.7720079588,94.7524954283,16.7745079588,94.7549954283
55,16.7695079588,94.7524954283,16.7720079588,94.7549954283
54,16.7670079588,94.7524954283,16.7695079588,94.7549954283
53,16.7645079588,94.7524954283,16.7670079588,94.7549954283
52,16.7620079588,94.7524954283,16.7645079588,94.7549954283
51,16.7595079588,94.7524954283,16.7620079588,94.7549954283
50,16.7570079588,94.7524954283,16.7595079588,94.7549954283
49,16.7545079588,94.7524954283,16.7570079588,94.7549954283
48,16.7520079588,94.7524954283,16.7545079588,94.7549954283
47,16.7495079588,94.7524954283,16.7520079588,94.7549954283
46,16.7470079588,94.7524954283,16.7495079588,94.7549954283
45,16.7445079588,94.7524954283,16.7470079588,94.7549954283
44,16.8220079588,94.7499954283,16.8245079588,94.7524954283
43,16.8195079588,94.7499954283,16.8220079588,94.7524954283
42,16.8170079588,94.7499954283,16.8195079588,94.7524954283
41,16.7720079588,94.7174954283,16.7745079588,94.7199954283
34,16.8020079588,94.7499954283,16.8045079588,94.7524954283
33,16.7570079588,94.7174954283,16.7595079588,94.7199954283
32,16.7995079588,94.7499954283,16.8020079588,94.7524954283
31,16.7545079588,94.7174954283,16.7570079588,94.7199954283
30,16.7970079588,94.7499954283,16.7995079588,94.7524954283
29,16.7520079588,94.7174954283,16.7545079588,94.7199954283
28,16.7945079588,94.7499954283,16.7970079588,94.7524954283
27,16.7495079588,94.7174954283,16.7520079588,94.7199954283
26,16.7920079588,94.7499954283,16.7945079588,94.7524954283
25,16.7470079588,94.7174954283,16.7495079588,94.7199954283
24,16.7895079588,94.7499954283,16.7920079588,94.7524954283
23,16.7445079588,94.7174954283,16.7470079588,94.7199954283
22,16.7870079588,94.7499954283,16.7895079588,94.7524954283
21,16.7420079588,94.7174954283,16.7445079588,94.7199954283
19,16.7395079588,94.7174954283,16.7420079588,94.7199954283
18,16.7820079588,94.7499954283,16.7845079588,94.7524954283
17,16.7795079588,94.7499954283,16.7820079588,94.7524954283
16,16.7770079588,94.7499954283,16.7795079588,94.7524954283
15,16.7745079588,94.7499954283,16.7770079588,94.7524954283
13,16.7695079588,94.7499954283,16.7720079588,94.7524954283
12,16.7670079588,94.7499954283,16.7695079588,94.7524954283
11,16.7645079588,94.7499954283,16.7670079588,94.7524954283
10,16.7620079588,94.7499954283,16.7645079588,94.7524954283
9,16.7595079588,94.7499954283,16.7620079588,94.7524954283
8,16.7570079588,94.7499954283,16.7595079588,94.7524954283
6,16.7520079588,94.7499954283,16.7545079588,94.7524954283
5,16.7495079588,94.7499954283,16.7520079588,94.7524954283
4,16.7470079588,94.7499954283,16.7495079588,94.7524954283
3,16.7445079588,94.7499954283,16.7470079588,94.7524954283
